Ti,Te,Rdif,Rdir,precip,ws,wd
21.4,10.0,0.0,0.0,0.0,4.6,167.0
21.4,10.2,0.0,0.0,0.0,3.9,182.0
21.35,10.1,0.0,0.0,0.0,4.9,193.0
21.3,9.6,0.0,0.0,0.0,4.0,195.0
21.25,9.0,7.0,1.0,0.0,2.8,198.0
21.2,9.8,49.0,4.0,0.0,3.5,190.0
21.2,11.2,106.0,140.0,0.0,4.1,184.0
21.25,12.0,164.0,104.0,0.0,3.4,180.0
21.3,11.3,145.0,17.0,0.0,4.3,195.0
21.3,11.2,64.0,6.0,0.0,4.7,201.0
21.3,12.6,232.0,406.0,0.2,6.4,210.0
21.35,11.9,393.0,44.0,0.0,10.4,224.0
21.4,11.4,298.0,74.0,0.0,8.8,218.0
21.45,11.8,399.0,65.0,0.0,8.7,217.0
21.5,12.5,424.0,520.0,0.0,7.4,228.0
21.55,13.5,281.0,65.0,0.0,6.8,235.0
21.6,14.3,182.0,503.0,0.0,7.2,220.0
21.65,11.5,169.0,117.0,0.0,9.3,221.0
21.7,13.3,125.0,158.0,0.0,7.1,236.0
21.7,12.8,69.0,55.0,0.0,7.5,227.0
21.7,11.7,46.0,43.0,0.0,5.8,224.0
21.7,10.4,6.0,1.0,0.0,5.5,227.0
21.65,9.3,0.0,0.0,0.0,4.2,214.0
21.6,9.5,0.0,0.0,0.0,4.1,226.0
21.6,9.7,0.0,0.0,0.0,5.0,212.0
21.55,9.7,0.0,0.0,0.0,4.6,220.0
21.45,9.5,0.0,0.0,0.0,3.5,191.0
21.4,8.4,0.0,0.0,0.0,5.5,201.0
21.35,8.4,12.0,1.0,0.0,5.8,197.0
21.3,8.4,48.0,4.0,0.0,5.8,197.0
21.3,8.6,77.0,6.0,0.0,4.5,186.0
21.3,8.6,132.0,10.0,0.0,5.2,196.0
21.25,8.7,167.0,12.0,0.0,4.7,195.0
21.2,10.3,311.0,31.0,0.0,5.0,184.0
21.2,10.5,275.0,17.0,0.0,6.5,199.0
21.2,11.2,196.0,13.0,0.0,6.8,209.0
21.2,11.6,144.0,11.0,0.0,5.9,228.0
21.2,11.1,73.0,6.0,0.0,5.1,200.0
21.2,12.0,161.0,10.0,0.0,4.6,202.0
21.2,12.2,290.0,38.0,0.0,5.1,215.0
21.25,12.4,253.0,14.0,0.0,4.6,191.0
21.35,11.9,87.0,6.0,0.0,4.3,160.0
21.6,11.0,57.0,4.0,0.0,3.4,154.0
22.15,11.0,16.0,1.0,0.0,4.3,180.0
22.65,9.7,3.0,1.0,1.1,8.3,202.0
22.9,9.8,5.0,1.0,1.0,6.9,223.0
22.9,8.4,0.0,0.0,0.0,5.4,232.0
22.75,7.7,0.0,0.0,0.0,4.8,220.0
22.7,8.1,0.0,0.0,0.0,5.6,227.0
22.65,8.1,0.0,0.0,0.0,5.0,214.0
22.6,8.6,0.0,0.0,0.0,6.3,217.0
22.55,8.5,1.0,1.0,0.0,6.6,213.0
22.5,8.5,12.0,1.0,0.0,5.2,201.0
22.45,8.4,19.0,1.0,0.0,6.2,202.0
22.45,8.6,30.0,2.0,0.0,5.8,202.0
22.6,8.8,77.0,5.0,0.1,6.0,202.0
22.6,9.0,81.0,5.0,0.0,8.2,205.0
22.4,9.2,63.0,5.0,0.5,8.4,200.0
22.3,9.8,58.0,5.0,1.9,9.8,210.0
22.35,11.2,409.0,52.0,0.2,7.5,226.0
22.5,14.0,353.0,699.0,0.0,9.5,247.0
22.700000000000003,16.0,220.0,272.0,0.0,10.6,247.0
22.85,16.1,226.0,689.0,0.0,10.8,249.0
22.95,16.4,146.0,369.0,0.0,9.5,254.0
22.95,16.4,138.0,307.0,0.0,9.2,247.0
22.95,16.5,80.0,384.0,0.0,7.7,252.0
23.1,16.0,76.0,249.0,0.0,5.9,233.0
23.35,14.5,63.0,134.0,0.0,7.0,221.0
23.65,13.8,33.0,52.0,0.0,4.9,229.0
23.8,12.2,11.0,5.0,0.0,3.7,220.0
23.8,10.5,0.0,0.0,0.0,3.5,207.0
23.700000000000003,9.2,0.0,0.0,0.0,3.3,205.0
23.55,8.1,0.0,0.0,0.0,2.6,203.0
23.45,7.7,0.0,0.0,0.0,3.3,208.0
23.35,6.7,0.0,0.0,0.0,2.2,227.0
23.25,6.7,2.0,0.0,0.0,2.3,223.0
23.1,7.0,19.0,18.0,0.0,1.6,173.0
23.0,9.0,38.0,90.0,0.0,1.3,152.0
23.1,10.6,88.0,77.0,0.0,1.8,177.0
23.4,12.7,63.0,312.0,0.0,2.5,126.0
23.6,13.9,227.0,99.0,0.0,5.2,158.0
23.65,15.4,270.0,188.0,0.0,5.0,151.0
23.75,17.0,206.0,459.0,0.0,4.8,147.0
23.85,17.7,199.0,539.0,0.0,6.1,140.0
23.95,19.0,156.0,615.0,0.0,6.7,127.0
24.0,20.0,130.0,632.0,0.0,8.4,138.0
24.05,21.5,112.0,609.0,0.0,6.9,122.0
24.15,22.0,109.0,537.0,0.0,6.3,130.0
24.35,22.3,111.0,427.0,0.0,5.3,133.0
24.55,22.2,123.0,296.0,0.0,4.2,135.0
24.8,22.1,123.0,24.0,0.0,3.1,132.0
25.2,20.6,76.0,13.0,0.0,2.5,142.0
25.5,20.0,38.0,9.0,0.0,2.5,125.0
25.6,18.6,10.0,3.0,0.0,2.5,112.0
25.6,17.4,0.0,0.0,0.0,3.1,113.0
25.5,16.4,0.0,0.0,0.0,3.0,118.0
25.35,15.9,0.0,0.0,0.0,2.7,119.0
25.25,16.4,0.0,0.0,0.0,3.7,146.0
25.15,16.1,0.0,0.0,0.0,4.7,138.0
25.1,15.2,1.0,1.0,0.0,4.8,135.0
25.05,15.7,20.0,12.0,0.0,4.4,142.0
25.1,17.3,43.0,72.0,0.0,4.5,166.0
25.35,18.4,63.0,166.0,0.0,3.8,173.0
25.6,19.8,78.0,276.0,0.0,4.7,178.0
25.75,20.7,97.0,378.0,0.0,5.9,201.0
25.950000000000003,21.7,108.0,479.0,0.0,5.3,193.0
26.200000000000003,23.2,115.0,567.0,0.0,4.9,183.0
26.4,24.3,117.0,622.0,0.0,6.7,198.0
26.55,25.8,124.0,651.0,0.0,6.5,198.0
26.65,26.4,126.0,636.0,0.0,6.8,191.0
26.75,27.4,128.0,585.0,0.0,6.7,194.0
26.9,27.6,143.0,490.0,0.0,7.1,198.0
27.05,27.0,178.0,383.0,0.0,6.9,200.0
27.1,26.2,125.0,284.0,0.0,7.0,226.0
27.05,25.7,104.0,183.0,0.0,5.6,222.0
27.0,25.5,78.0,22.0,0.0,5.6,242.0
27.1,23.5,38.0,5.0,0.0,6.1,243.0
27.049999999999997,21.7,11.0,2.0,0.0,4.2,238.0
26.75,19.5,0.0,0.0,0.0,3.0,247.0
26.35,18.6,0.0,0.0,0.0,2.0,253.0
25.950000000000003,18.0,0.0,0.0,0.0,3.9,297.0
25.700000000000003,17.2,0.0,0.0,0.0,5.8,309.0
25.55,15.6,0.0,0.0,0.0,2.8,307.0
25.4,14.3,1.0,0.0,0.0,3.1,289.0
25.200000000000003,13.6,13.0,3.0,0.0,4.8,286.0
25.05,13.1,57.0,5.0,0.0,6.6,300.0
24.9,13.4,82.0,98.0,0.0,6.0,302.0
24.700000000000003,13.6,219.0,165.0,0.0,6.5,278.0
24.6,14.2,229.0,417.0,0.0,5.9,298.0
24.700000000000003,14.8,100.0,549.0,0.0,4.6,277.0
24.85,16.6,350.0,34.0,0.0,5.1,290.0
24.95,18.7,271.0,714.0,0.0,5.5,286.0
24.9,19.7,191.0,249.0,0.0,5.7,244.0
24.75,20.1,117.0,709.0,0.0,6.4,228.0
24.6,20.3,198.0,530.0,0.0,7.0,224.0
24.4,20.0,244.0,212.0,0.0,7.7,224.0
24.25,19.2,239.0,143.0,0.0,5.9,217.0
24.15,18.1,255.0,129.0,0.0,6.1,214.0
24.3,17.1,120.0,15.0,0.0,5.8,237.0
24.8,15.4,132.0,9.0,0.0,5.2,239.0
25.25,14.9,71.0,10.0,0.0,4.5,225.0
25.45,14.0,11.0,9.0,0.0,4.7,242.0
25.45,13.6,0.0,0.0,0.0,3.9,267.0
25.35,11.4,0.0,0.0,0.0,3.1,255.0
25.200000000000003,11.5,0.0,0.0,0.0,3.5,280.0
25.1,11.9,0.0,0.0,0.0,5.2,297.0
25.0,11.7,0.0,0.0,0.0,5.0,313.0
24.85,11.3,2.0,0.0,0.0,4.6,313.0
24.75,11.2,18.0,26.0,0.0,4.5,313.0
24.6,11.5,34.0,103.0,0.0,4.5,298.0
24.55,13.0,47.0,212.0,0.0,4.7,298.0
24.700000000000003,14.3,72.0,338.0,0.0,4.8,299.0
24.85,16.1,236.0,33.0,0.0,6.0,315.0
24.85,17.6,231.0,96.0,0.0,7.3,303.0
24.700000000000003,18.3,59.0,659.0,0.0,10.6,278.0
24.55,19.8,63.0,716.0,0.0,11.6,285.0
24.5,20.2,86.0,743.0,0.0,11.7,301.0
24.5,21.2,83.0,749.0,0.0,11.9,313.0
24.5,21.3,63.0,697.0,0.0,11.4,296.0
24.5,21.3,89.0,622.0,0.0,10.0,313.0
24.6,21.4,79.0,529.0,0.0,8.7,327.0
24.7,21.2,84.0,274.0,0.0,8.3,322.0
24.75,20.4,71.0,246.0,0.0,8.4,314.0
24.6,19.9,46.0,153.0,0.0,5.4,317.0
24.35,18.7,30.0,66.0,0.0,6.2,309.0
24.5,17.6,11.0,11.0,0.0,4.9,314.0
24.75,15.2,0.0,0.0,0.0,2.8,296.0
24.75,15.1,0.0,0.0,0.0,3.5,305.0
24.549999999999997,13.5,0.0,0.0,0.0,3.9,302.0
24.299999999999997,12.6,0.0,0.0,0.0,3.9,299.0
24.1,12.2,0.0,0.0,0.0,2.8,311.0
23.95,11.5,2.0,1.0,0.0,3.8,304.0
23.85,11.1,18.0,28.0,0.0,2.2,310.0
23.75,12.5,32.0,106.0,0.0,2.3,355.0
23.9,13.1,41.0,218.0,0.0,2.8,279.0
24.25,15.2,46.0,339.0,0.0,2.6,297.0
24.4,17.0,50.0,458.0,0.0,2.7,287.0
24.45,18.7,54.0,567.0,0.0,3.1,259.0
24.65,19.9,56.0,657.0,0.0,4.1,281.0
24.9,21.3,59.0,715.0,0.0,4.3,283.0
25.1,22.8,62.0,738.0,0.0,4.3,269.0
25.25,23.4,65.0,729.0,0.0,5.6,242.0
25.4,24.3,64.0,686.0,0.0,3.9,274.0
25.55,24.8,73.0,614.0,0.0,4.8,269.0
25.6,25.2,62.0,521.0,0.0,7.0,294.0
25.65,25.0,77.0,385.0,0.0,6.2,278.0
25.7,24.3,81.0,256.0,0.0,6.9,250.0
25.65,23.5,57.0,156.0,0.0,6.6,266.0
25.6,21.9,28.0,73.0,0.0,7.0,246.0
25.65,20.1,11.0,11.0,0.0,6.1,255.0
25.7,18.2,0.0,0.0,0.0,4.6,253.0
25.7,16.5,0.0,0.0,0.0,3.7,252.0
25.549999999999997,15.0,0.0,0.0,0.0,3.7,266.0
25.299999999999997,14.2,0.0,0.0,0.0,2.9,266.0
25.15,13.6,0.0,0.0,0.0,4.3,304.0
25.0,13.3,1.0,1.0,0.0,3.8,8.0
24.799999999999997,13.0,8.0,1.0,0.0,5.5,2.0
24.65,11.9,9.0,0.0,0.0,3.4,12.0
24.5,11.4,26.0,2.0,0.0,5.2,357.0
24.4,11.5,76.0,7.0,0.2,4.6,25.0
24.35,11.6,123.0,21.0,0.0,4.1,21.0
24.35,13.6,289.0,54.0,0.0,4.8,41.0
24.549999999999997,15.7,216.0,640.0,0.0,3.4,36.0
25.0,16.1,173.0,380.0,0.0,4.5,11.0
25.35,17.3,96.0,742.0,0.0,3.7,16.0
25.25,18.8,78.0,738.0,0.0,4.0,15.0
25.0,19.5,77.0,694.0,0.0,4.3,3.0
24.75,19.8,71.0,621.0,0.0,3.8,41.0
24.65,20.8,68.0,523.0,0.0,3.7,15.0
24.75,19.1,74.0,394.0,0.0,4.0,178.0
24.950000000000003,18.1,69.0,268.0,0.0,3.5,175.0
25.1,17.9,55.0,155.0,0.0,3.0,158.0
25.1,17.0,32.0,68.0,0.0,3.1,155.0
25.05,16.4,12.0,12.0,0.0,2.1,121.0
24.9,13.8,0.0,0.0,0.0,2.2,91.0
24.65,12.5,0.0,0.0,0.0,2.9,77.0
24.35,11.7,0.0,0.0,0.0,2.1,91.0
24.049999999999997,10.4,0.0,0.0,0.0,2.6,78.0
23.75,10.4,0.0,0.0,0.0,2.0,88.0
23.450000000000003,9.6,2.0,0.0,0.0,3.9,84.0
23.15,10.2,25.0,2.0,0.0,3.9,84.0
23.05,11.6,43.0,95.0,0.0,3.5,82.0
23.15,13.6,62.0,198.0,0.0,3.4,99.0
23.25,15.4,123.0,139.0,0.0,5.8,117.0
23.35,16.1,93.0,427.0,0.0,6.3,117.0
23.5,17.4,111.0,521.0,0.0,5.8,120.0
23.700000000000003,18.7,83.0,625.0,0.0,6.3,120.0
23.85,19.5,80.0,683.0,0.0,6.2,108.0
23.95,20.5,80.0,716.0,0.0,6.5,120.0
24.0,20.0,97.0,688.0,0.0,7.1,142.0
24.0,20.6,157.0,583.0,0.0,7.9,123.0
24.05,21.2,141.0,484.0,0.0,8.1,122.0
24.15,21.5,165.0,216.0,0.0,7.8,117.0
24.35,21.3,231.0,32.0,0.0,7.5,115.0
24.6,20.5,147.0,18.0,0.0,6.9,101.0
24.75,20.2,96.0,78.0,0.0,5.1,90.0
24.75,19.3,70.0,52.0,0.0,5.4,93.0
24.7,18.9,13.0,2.0,0.0,4.5,93.0
24.7,18.0,0.0,0.0,0.0,3.4,98.0
24.6,17.3,0.0,0.0,0.0,3.8,99.0
24.5,16.7,0.0,0.0,0.0,3.4,102.0
24.45,16.4,0.0,0.0,0.0,4.1,103.0
24.35,16.0,0.0,0.0,0.0,3.5,117.0
24.3,14.4,2.0,0.0,0.0,2.7,98.0
24.25,14.2,22.0,19.0,0.0,2.7,101.0
24.299999999999997,15.2,42.0,25.0,0.0,2.6,95.0
24.5,17.3,62.0,186.0,0.0,3.0,108.0
24.75,18.8,65.0,308.0,0.0,3.8,125.0
24.95,20.2,72.0,422.0,0.0,4.5,127.0
25.1,21.7,78.0,529.0,0.0,4.8,132.0
25.4,23.1,82.0,618.0,0.0,5.3,141.0
25.700000000000003,24.4,87.0,670.0,0.0,6.1,136.0
25.9,25.3,85.0,706.0,0.0,7.7,132.0
26.1,25.9,86.0,701.0,0.0,6.7,125.0
26.2,26.5,81.0,664.0,0.0,6.4,128.0
26.25,26.3,81.0,591.0,0.0,7.9,127.0
26.6,26.0,76.0,499.0,0.0,7.5,119.0
27.0,25.4,73.0,383.0,0.0,8.3,119.0
27.05,25.4,68.0,259.0,0.0,6.7,124.0
27.0,24.3,54.0,149.0,0.0,7.9,116.0
26.95,23.3,36.0,58.0,0.0,7.0,113.0
26.65,21.9,14.0,9.0,0.0,5.3,111.0
26.299999999999997,20.6,0.0,0.0,0.0,4.0,106.0
26.25,19.9,0.0,0.0,0.0,4.9,113.0
26.200000000000003,19.1,0.0,0.0,0.0,4.5,114.0
26.0,18.3,0.0,0.0,0.0,4.6,106.0
25.799999999999997,17.8,0.0,0.0,0.0,4.1,105.0
25.6,17.5,4.0,0.0,0.0,3.0,99.0
25.45,16.6,28.0,21.0,0.0,3.3,82.0
25.4,17.4,46.0,71.0,0.0,4.1,97.0
25.4,19.0,56.0,190.0,0.0,3.1,101.0
25.4,21.0,64.0,309.0,0.0,5.6,130.0
25.45,22.3,68.0,431.0,0.0,4.7,126.0
25.65,22.9,70.0,544.0,0.0,4.8,140.0
26.0,24.1,72.0,635.0,0.0,5.3,144.0
26.299999999999997,25.5,74.0,695.0,0.0,6.0,125.0
26.35,25.9,79.0,716.0,0.0,7.0,118.0
26.3,25.5,78.0,715.0,0.0,8.4,118.0
26.3,25.1,80.0,671.0,0.0,6.5,137.0
26.3,25.1,71.0,612.0,0.0,7.1,124.0
26.450000000000003,24.8,64.0,531.0,0.0,5.8,116.0
26.65,24.9,56.0,432.0,0.0,7.7,88.0
26.6,23.8,53.0,302.0,0.0,5.6,113.0
26.45,23.4,45.0,178.0,0.0,5.0,106.0
26.5,22.5,29.0,80.0,0.0,4.0,116.0
26.200000000000003,20.6,13.0,14.0,0.0,4.0,111.0
25.75,18.3,0.0,0.0,0.0,2.7,98.0
25.65,17.1,0.0,0.0,0.0,4.0,87.0
25.55,14.5,0.0,0.0,0.0,3.5,82.0
25.4,13.1,0.0,0.0,0.0,3.9,76.0
25.200000000000003,13.7,0.0,0.0,0.0,3.9,86.0
25.0,12.2,3.0,1.0,0.0,3.8,72.0
24.75,12.9,22.0,22.0,0.0,4.4,67.0
24.65,14.3,44.0,96.0,0.0,2.4,86.0
24.799999999999997,16.4,55.0,198.0,0.0,3.6,86.0
25.049999999999997,18.4,66.0,312.0,0.0,3.5,96.0
25.35,20.1,67.0,435.0,0.0,3.6,97.0
25.6,22.1,74.0,544.0,0.0,3.4,98.0
25.85,23.7,85.0,619.0,0.0,4.4,103.0
26.1,24.6,89.0,671.0,0.0,5.3,110.0
26.25,25.6,91.0,700.0,0.0,6.0,91.0
26.35,25.1,92.0,691.0,0.0,7.1,111.0
26.4,25.0,88.0,655.0,0.0,6.5,132.0
26.45,25.3,80.0,593.0,0.0,7.1,110.0
26.6,25.4,82.0,491.0,0.0,7.5,123.0
26.75,25.4,74.0,382.0,0.0,5.3,95.0
26.700000000000003,25.1,62.0,269.0,0.0,6.0,105.0
26.65,24.4,48.0,159.0,0.0,5.1,105.0
26.7,23.5,31.0,70.0,0.0,4.2,113.0
26.549999999999997,21.8,13.0,13.0,0.0,2.8,77.0
26.299999999999997,20.5,0.0,0.0,0.0,2.2,34.0
26.1,19.1,0.0,0.0,0.0,2.3,29.0
25.95,18.4,0.0,0.0,0.0,2.0,35.0
25.85,17.7,0.0,0.0,0.0,2.0,45.0
25.75,18.2,0.0,0.0,0.0,2.0,45.0
25.65,17.0,3.0,0.0,0.0,2.6,25.0
25.6,17.1,19.0,12.0,0.0,2.0,23.0
25.55,18.6,43.0,57.0,0.0,2.7,31.0
25.6,20.0,75.0,142.0,0.0,2.5,20.0
25.799999999999997,22.8,97.0,276.0,0.0,2.5,34.0
26.049999999999997,25.2,125.0,356.0,0.0,2.9,31.0
26.5,26.9,170.0,252.0,0.0,3.2,6.0
27.05,28.4,117.0,564.0,0.0,4.6,43.0
27.35,29.7,153.0,643.0,0.0,5.2,82.0
27.45,30.1,126.0,649.0,0.0,4.9,77.0
27.55,30.4,225.0,177.0,0.0,4.6,52.0
27.65,30.0,137.0,19.0,0.0,4.2,136.0
27.799999999999997,30.6,243.0,505.0,0.0,4.0,157.0
27.95,29.4,128.0,417.0,0.0,5.6,150.0
28.0,29.0,116.0,316.0,0.0,5.6,135.0
28.0,28.3,99.0,206.0,0.0,4.3,122.0
27.95,26.9,33.0,5.0,0.0,5.4,102.0
27.75,24.9,26.0,5.0,0.0,4.0,72.0
27.450000000000003,24.0,14.0,3.0,0.0,1.8,69.0
27.1,22.1,0.0,0.0,0.0,2.9,76.0
26.85,20.8,0.0,0.0,0.0,2.5,29.0
26.75,20.5,0.0,0.0,0.0,2.8,22.0
26.65,19.9,0.0,0.0,0.0,0.9,17.0
26.55,19.1,0.0,0.0,0.0,1.9,6.0
26.45,17.3,3.0,1.0,0.0,2.1,313.0
26.4,17.9,20.0,10.0,0.0,2.2,343.0
26.35,18.9,55.0,57.0,0.0,2.0,3.0
26.35,21.1,81.0,139.0,0.0,3.8,60.0
26.5,22.3,105.0,240.0,0.0,4.5,74.0
26.75,23.8,112.0,366.0,0.0,4.1,60.0
27.0,25.0,121.0,465.0,0.0,3.4,70.0
27.200000000000003,25.6,128.0,550.0,0.0,2.7,92.0
27.35,27.7,124.0,616.0,0.0,3.2,90.0
27.45,27.2,124.0,645.0,0.0,3.5,184.0
27.55,27.5,128.0,638.0,0.0,5.2,171.0
27.65,26.3,117.0,621.0,0.0,5.4,145.0
27.75,26.5,106.0,559.0,0.0,6.4,137.0
27.8,26.1,91.0,482.0,0.0,5.3,150.0
27.85,26.1,88.0,372.0,0.0,5.4,152.0
27.9,25.7,75.0,257.0,0.0,6.2,125.0
27.9,25.1,58.0,150.0,0.0,4.6,111.0
27.75,23.8,36.0,66.0,0.0,3.7,123.0
27.5,22.4,15.0,10.0,0.0,3.0,101.0
26.75,20.5,0.0,0.0,0.0,1.5,83.0
26.05,18.6,0.0,0.0,0.0,1.3,62.0
26.05,17.4,0.0,0.0,0.0,1.3,73.0
26.05,17.0,0.0,0.0,0.0,0.9,43.0
25.9,15.3,0.0,0.0,0.0,2.3,69.0
25.700000000000003,15.2,4.0,0.0,0.0,2.9,78.0
25.5,15.1,24.0,20.0,0.0,1.3,45.0
25.35,16.7,46.0,84.0,0.0,2.2,89.0
25.3,19.3,65.0,175.0,0.0,1.7,139.0
25.4,20.6,80.0,282.0,0.0,2.7,175.0
25.6,21.9,93.0,389.0,0.0,3.2,202.0
25.85,22.8,100.0,498.0,0.0,3.2,195.0
26.2,24.4,106.0,585.0,0.0,2.0,196.0
26.549999999999997,25.7,108.0,646.0,0.0,2.8,233.0
26.75,26.8,112.0,672.0,0.0,2.3,206.0
26.8,27.6,111.0,668.0,0.0,3.7,193.0
26.9,27.5,112.0,620.0,0.0,4.7,192.0
27.0,27.2,99.0,570.0,0.0,5.3,214.0
27.1,27.5,92.0,483.0,0.0,4.1,213.0
27.4,27.1,88.0,369.0,0.0,6.2,204.0
27.6,26.5,151.0,274.0,0.0,5.6,215.0
27.4,24.4,147.0,137.0,0.0,8.4,39.0
27.0,22.0,73.0,45.0,0.0,6.0,86.0
26.65,20.7,17.0,1.0,0.0,2.9,58.0
26.25,19.7,0.0,0.0,0.0,1.9,98.0
26.1,18.7,0.0,0.0,0.0,1.0,99.0
26.25,17.2,0.0,0.0,0.0,4.0,201.0
26.3,16.8,0.0,0.0,0.0,4.0,188.0
26.35,15.9,0.0,0.0,0.0,3.3,98.0
26.4,15.7,2.0,1.0,0.0,5.3,96.0
26.35,15.7,17.0,1.0,0.0,4.7,96.0
26.35,15.3,17.0,1.0,0.0,3.8,132.0
26.4,14.1,46.0,4.0,0.0,5.9,110.0
26.4,13.8,70.0,4.0,0.0,4.7,117.0
26.35,13.5,120.0,9.0,0.0,5.3,121.0
26.25,12.9,61.0,4.0,0.0,4.9,112.0
26.15,13.3,100.0,8.0,0.0,5.2,118.0
26.05,12.8,44.0,3.0,0.0,5.9,102.0
25.95,11.8,62.0,7.0,0.6,4.2,107.0
25.85,11.4,85.0,6.0,0.9,4.1,111.0
25.75,11.3,86.0,7.0,0.9,4.3,94.0
25.6,11.3,90.0,6.0,0.3,5.3,114.0
25.5,11.0,46.0,5.0,0.0,4.6,110.0
25.4,10.9,40.0,3.0,1.7,2.8,96.0
25.35,11.0,54.0,5.0,1.8,3.3,110.0
25.45,11.1,33.0,3.0,0.0,2.5,111.0
25.45,10.9,37.0,2.0,0.0,2.3,91.0
25.35,10.3,4.0,1.0,0.0,2.6,63.0
25.3,10.1,0.0,0.0,0.0,2.6,84.0
25.25,9.9,0.0,0.0,0.0,2.7,69.0
25.1,9.8,0.0,0.0,0.0,2.6,59.0
24.95,9.7,0.0,0.0,0.0,2.1,80.0
24.799999999999997,9.4,0.0,0.0,0.0,2.3,128.0
24.65,9.2,2.0,1.0,0.0,2.9,137.0
24.55,9.6,14.0,1.0,0.0,2.3,85.0
24.5,9.6,31.0,2.0,0.0,2.2,99.0
24.55,10.0,48.0,4.0,0.0,2.1,54.0
24.6,10.4,52.0,3.0,0.0,2.6,88.0
24.55,10.8,101.0,7.0,0.0,2.6,80.0
24.4,12.9,317.0,55.0,0.0,3.2,115.0
24.3,13.5,222.0,17.0,0.0,3.5,138.0
24.3,14.0,398.0,75.0,0.0,4.0,115.0
24.25,14.9,465.0,27.0,0.0,4.3,141.0
24.2,15.4,341.0,33.0,0.0,4.5,148.0
24.2,15.1,254.0,22.0,0.0,4.8,137.0
24.2,14.5,241.0,52.0,0.0,5.8,141.0
24.2,14.2,177.0,19.0,0.0,5.6,133.0
24.2,13.5,76.0,5.0,0.0,5.1,142.0
24.5,13.5,83.0,5.0,0.0,3.9,134.0
25.1,13.2,22.0,2.0,0.0,2.4,188.0
25.5,13.1,28.0,1.0,0.0,2.3,175.0
25.6,12.9,8.0,1.0,0.0,3.0,119.0
25.6,12.8,0.0,0.0,0.0,2.1,112.0
25.450000000000003,12.4,0.0,0.0,0.0,2.0,70.0
25.200000000000003,11.5,0.0,0.0,0.0,2.2,62.0
25.05,11.4,0.0,0.0,0.0,2.1,65.0
24.9,11.3,0.0,0.0,0.0,1.4,58.0
24.700000000000003,11.0,4.0,0.0,0.0,2.3,26.0
24.55,11.1,22.0,1.0,0.0,3.1,72.0
24.55,11.5,35.0,3.0,0.0,1.5,77.0
24.75,12.2,99.0,9.0,0.0,2.9,77.0
25.049999999999997,12.3,80.0,5.0,0.0,2.0,82.0
25.2,13.0,193.0,15.0,0.0,2.2,98.0
25.2,13.8,126.0,8.0,0.0,3.9,110.0
25.15,12.2,72.0,5.0,0.3,5.2,136.0
25.05,12.2,150.0,13.0,0.6,4.8,148.0
25.05,12.6,210.0,16.0,0.1,4.8,126.0
25.200000000000003,14.0,365.0,99.0,0.0,3.7,104.0
25.3,14.7,340.0,121.0,0.0,2.9,151.0
25.25,14.7,205.0,24.0,0.0,3.2,158.0
25.2,15.0,231.0,11.0,0.0,3.9,156.0
25.25,14.1,108.0,13.0,0.0,4.5,177.0
25.450000000000003,13.5,76.0,1.0,0.0,4.8,211.0
25.6,12.5,62.0,4.0,0.0,3.6,283.0
25.65,12.5,40.0,3.0,0.0,1.6,227.0
25.7,12.3,15.0,1.0,0.0,1.8,358.0
25.549999999999997,11.6,1.0,1.0,0.0,0.8,292.0
25.25,11.4,0.0,0.0,0.0,1.6,299.0
25.0,10.3,0.0,0.0,0.0,3.5,301.0
24.85,9.6,0.0,0.0,0.0,2.1,352.0
24.700000000000003,10.1,0.0,0.0,0.0,3.8,1.0
24.55,10.1,2.0,0.0,0.0,3.1,9.0
24.45,10.7,12.0,1.0,0.0,2.0,359.0
24.35,11.7,108.0,56.0,0.0,2.0,317.0
24.35,12.4,110.0,188.0,0.0,3.1,349.0
24.4,13.9,81.0,308.0,0.0,3.8,11.0
24.4,14.9,158.0,42.0,0.0,4.7,360.0
24.45,15.6,164.0,505.0,0.0,3.7,22.0
24.6,17.2,146.0,653.0,0.0,4.0,35.0
24.75,17.0,153.0,132.0,0.0,2.4,20.0
24.8,18.4,313.0,28.0,0.0,4.9,360.0
24.85,16.8,195.0,576.0,0.0,2.3,78.0
25.049999999999997,18.6,211.0,20.0,0.0,2.4,134.0
25.2,17.4,186.0,99.0,0.0,2.0,238.0
25.1,19.4,155.0,404.0,0.0,3.0,284.0
25.05,19.5,117.0,395.0,0.0,3.0,258.0
25.200000000000003,18.3,156.0,19.0,0.0,3.8,207.0
25.35,17.7,49.0,40.0,0.0,4.5,245.0
25.4,16.2,39.0,9.0,0.0,4.4,242.0
25.35,15.4,22.0,15.0,0.0,2.2,253.0
25.15,14.0,1.0,0.0,0.0,2.1,268.0
24.85,13.3,0.0,0.0,0.0,3.0,278.0
24.6,13.2,0.0,0.0,0.0,2.4,307.0
24.45,11.7,0.0,0.0,0.0,1.5,303.0
24.299999999999997,11.8,0.0,0.0,0.0,1.5,323.0
24.15,10.1,4.0,0.0,0.0,0.0,0.0
24.0,10.8,23.0,25.0,0.0,0.9,323.0
23.9,11.9,45.0,97.0,0.0,1.0,350.0
23.95,13.5,59.0,194.0,0.0,1.5,223.0
24.2,15.5,70.0,313.0,0.0,1.6,209.0
24.5,17.2,82.0,424.0,0.0,2.1,199.0
24.700000000000003,19.0,86.0,540.0,0.0,3.2,183.0
